estudiante_codigo,estudiante_nombre,materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,fecha_asignacion,fecha_entrega,nota_maxima,nota_minima_aprobacion,porcentaje_nota_final,permite_entrega_tardia,penalizacion_tardio,calificacion,anio
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 1,Práctico 1 de Matemáticas - 2022,2022-05-04,2022-05-08,100.0,51.0,5.0,True,10.0,62.3,2022
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 2,Práctico 2 de Matemáticas - 2022,2022-05-07,2022-05-11,100.0,51.0,5.0,True,10.0,51.7,2022
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 3,Práctico 3 de Matemáticas - 2022,2022-05-10,2022-05-14,100.0,51.0,5.0,True,10.0,82.1,2022
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 4,Práctico 4 de Matemáticas - 2022,2022-05-13,2022-05-17,100.0,51.0,5.0,True,10.0,70.5,2022
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 5,Práctico 5 de Matemáticas - 2022,2022-05-16,2022-05-20,100.0,51.0,5.0,True,10.0,57.7,2022
2221,Ernesto Solis,Matemáticas,6,2,5,PRÁCTICO 6,Práctico 6 de Matemáticas - 2022,2022-05-19,2022-05-23,100.0,51.0,5.0,True,10.0,71.3,2022
2221,Ernesto Solis,Matemáticas,6,1,6,PARCIAL 1,Parcial 1 de Matemáticas - 2022,2022-10-11,2022-10-16,100.0,51.0,20.0,True,10.0,76.1,2022
2221,Ernesto Solis,Matemáticas,6,1,6,PARCIAL 2,Parcial 2 de Matemáticas - 2022,2022-10-21,2022-10-26,100.0,51.0,20.0,True,10.0,74.5,2022
2221,Ernesto Solis,Matemáticas,6,1,6,PARCIAL 3,Parcial 3 de Matemáticas - 2022,2022-10-31,2022-11-05,100.0,51.0,20.0,True,10.0,61.2,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 1,Práctico 1 de Matemáticas - 2022,2022-10-04,2022-10-08,100.0,51.0,5.0,True,10.0,53.4,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 2,Práctico 2 de Matemáticas - 2022,2022-10-07,2022-10-11,100.0,51.0,5.0,True,10.0,80.7,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 3,Práctico 3 de Matemáticas - 2022,2022-10-10,2022-10-14,100.0,51.0,5.0,True,10.0,58.3,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 4,Práctico 4 de Matemáticas - 2022,2022-10-13,2022-10-17,100.0,51.0,5.0,True,10.0,52.8,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 5,Práctico 5 de Matemáticas - 2022,2022-10-16,2022-10-20,100.0,51.0,5.0,True,10.0,84.1,2022
2221,Ernesto Solis,Matemáticas,6,2,6,PRÁCTICO 6,Práctico 6 de Matemáticas - 2022,2022-10-19,2022-10-23,100.0,51.0,5.0,True,10.0,51.9,2022
2221,Ernesto Solis,Lenguaje,6,1,4,PARCIAL 1,Parcial 1 de Lenguaje - 2022,2022-02-11,2022-02-16,100.0,51.0,20.0,True,10.0,58.9,2022
2221,Ernesto Solis,Lenguaje,6,1,4,PARCIAL 2,Parcial 2 de Lenguaje - 2022,2022-02-21,2022-02-26,100.0,51.0,20.0,True,10.0,56.4,2022
2221,Ernesto Solis,Lenguaje,6,1,4,PARCIAL 3,Parcial 3 de Lenguaje - 2022,2022-03-03,2022-03-08,100.0,51.0,20.0,True,10.0,75.6,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 1,Práctico 1 de Lenguaje - 2022,2022-02-04,2022-02-08,100.0,51.0,5.0,True,10.0,53.8,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 2,Práctico 2 de Lenguaje - 2022,2022-02-07,2022-02-11,100.0,51.0,5.0,True,10.0,55.3,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 3,Práctico 3 de Lenguaje - 2022,2022-02-10,2022-02-14,100.0,51.0,5.0,True,10.0,55.4,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 4,Práctico 4 de Lenguaje - 2022,2022-02-13,2022-02-17,100.0,51.0,5.0,True,10.0,52.8,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 5,Práctico 5 de Lenguaje - 2022,2022-02-16,2022-02-20,100.0,51.0,5.0,True,10.0,57.0,2022
2221,Ernesto Solis,Lenguaje,6,2,4,PRÁCTICO 6,Práctico 6 de Lenguaje - 2022,2022-02-19,2022-02-23,100.0,51.0,5.0,True,10.0,69.9,2022
2221,Ernesto Solis,Lenguaje,6,1,5,PARCIAL 1,Parcial 1 de Lenguaje - 2022,2022-05-11,2022-05-16,100.0,51.0,20.0,True,10.0,84.4,2022
2221,Ernesto Solis,Lenguaje,6,1,5,PARCIAL 2,Parcial 2 de Lenguaje - 2022,2022-05-21,2022-05-26,100.0,51.0,20.0,True,10.0,55.6,2022
2221,Ernesto Solis,Lenguaje,6,1,5,PARCIAL 3,Parcial 3 de Lenguaje - 2022,2022-05-31,2022-06-05,100.0,51.0,20.0,True,10.0,74.4,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 1,Práctico 1 de Lenguaje - 2022,2022-05-04,2022-05-08,100.0,51.0,5.0,True,10.0,71.9,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 2,Práctico 2 de Lenguaje - 2022,2022-05-07,2022-05-11,100.0,51.0,5.0,True,10.0,81.3,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 3,Práctico 3 de Lenguaje - 2022,2022-05-10,2022-05-14,100.0,51.0,5.0,True,10.0,78.2,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 4,Práctico 4 de Lenguaje - 2022,2022-05-13,2022-05-17,100.0,51.0,5.0,True,10.0,62.3,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 5,Práctico 5 de Lenguaje - 2022,2022-05-16,2022-05-20,100.0,51.0,5.0,True,10.0,72.8,2022
2221,Ernesto Solis,Lenguaje,6,2,5,PRÁCTICO 6,Práctico 6 de Lenguaje - 2022,2022-05-19,2022-05-23,100.0,51.0,5.0,True,10.0,72.9,2022
2221,Ernesto Solis,Lenguaje,6,1,6,PARCIAL 1,Parcial 1 de Lenguaje - 2022,2022-10-11,2022-10-16,100.0,51.0,20.0,True,10.0,56.4,2022
2221,Ernesto Solis,Lenguaje,6,1,6,PARCIAL 2,Parcial 2 de Lenguaje - 2022,2022-10-21,2022-10-26,100.0,51.0,20.0,True,10.0,76.9,2022
2221,Ernesto Solis,Lenguaje,6,1,6,PARCIAL 3,Parcial 3 de Lenguaje - 2022,2022-10-31,2022-11-05,100.0,51.0,20.0,True,10.0,51.9,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 1,Práctico 1 de Lenguaje - 2022,2022-10-04,2022-10-08,100.0,51.0,5.0,True,10.0,67.6,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 2,Práctico 2 de Lenguaje - 2022,2022-10-07,2022-10-11,100.0,51.0,5.0,True,10.0,55.1,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 3,Práctico 3 de Lenguaje - 2022,2022-10-10,2022-10-14,100.0,51.0,5.0,True,10.0,53.7,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 4,Práctico 4 de Lenguaje - 2022,2022-10-13,2022-10-17,100.0,51.0,5.0,True,10.0,74.9,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 5,Práctico 5 de Lenguaje - 2022,2022-10-16,2022-10-20,100.0,51.0,5.0,True,10.0,73.0,2022
2221,Ernesto Solis,Lenguaje,6,2,6,PRÁCTICO 6,Práctico 6 de Lenguaje - 2022,2022-10-19,2022-10-23,100.0,51.0,5.0,True,10.0,66.1,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,4,PARCIAL 1,Parcial 1 de Ciencias Naturales - 2022,2022-02-11,2022-02-16,100.0,51.0,20.0,True,10.0,74.8,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,4,PARCIAL 2,Parcial 2 de Ciencias Naturales - 2022,2022-02-21,2022-02-26,100.0,51.0,20.0,True,10.0,67.0,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,4,PARCIAL 3,Parcial 3 de Ciencias Naturales - 2022,2022-03-03,2022-03-08,100.0,51.0,20.0,True,10.0,61.0,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 1,Práctico 1 de Ciencias Naturales - 2022,2022-02-04,2022-02-08,100.0,51.0,5.0,True,10.0,58.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 2,Práctico 2 de Ciencias Naturales - 2022,2022-02-07,2022-02-11,100.0,51.0,5.0,True,10.0,69.6,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 3,Práctico 3 de Ciencias Naturales - 2022,2022-02-10,2022-02-14,100.0,51.0,5.0,True,10.0,61.0,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 4,Práctico 4 de Ciencias Naturales - 2022,2022-02-13,2022-02-17,100.0,51.0,5.0,True,10.0,80.1,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 5,Práctico 5 de Ciencias Naturales - 2022,2022-02-16,2022-02-20,100.0,51.0,5.0,True,10.0,66.5,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,4,PRÁCTICO 6,Práctico 6 de Ciencias Naturales - 2022,2022-02-19,2022-02-23,100.0,51.0,5.0,True,10.0,52.3,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,5,PARCIAL 1,Parcial 1 de Ciencias Naturales - 2022,2022-05-11,2022-05-16,100.0,51.0,20.0,True,10.0,66.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,5,PARCIAL 2,Parcial 2 de Ciencias Naturales - 2022,2022-05-21,2022-05-26,100.0,51.0,20.0,True,10.0,57.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,5,PARCIAL 3,Parcial 3 de Ciencias Naturales - 2022,2022-05-31,2022-06-05,100.0,51.0,20.0,True,10.0,74.0,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 1,Práctico 1 de Ciencias Naturales - 2022,2022-05-04,2022-05-08,100.0,51.0,5.0,True,10.0,67.4,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 2,Práctico 2 de Ciencias Naturales - 2022,2022-05-07,2022-05-11,100.0,51.0,5.0,True,10.0,67.6,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 3,Práctico 3 de Ciencias Naturales - 2022,2022-05-10,2022-05-14,100.0,51.0,5.0,True,10.0,51.9,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 4,Práctico 4 de Ciencias Naturales - 2022,2022-05-13,2022-05-17,100.0,51.0,5.0,True,10.0,65.3,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 5,Práctico 5 de Ciencias Naturales - 2022,2022-05-16,2022-05-20,100.0,51.0,5.0,True,10.0,78.8,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,5,PRÁCTICO 6,Práctico 6 de Ciencias Naturales - 2022,2022-05-19,2022-05-23,100.0,51.0,5.0,True,10.0,73.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,6,PARCIAL 1,Parcial 1 de Ciencias Naturales - 2022,2022-10-11,2022-10-16,100.0,51.0,20.0,True,10.0,64.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,6,PARCIAL 2,Parcial 2 de Ciencias Naturales - 2022,2022-10-21,2022-10-26,100.0,51.0,20.0,True,10.0,69.3,2022
2221,Ernesto Solis,Ciencias Naturales,6,1,6,PARCIAL 3,Parcial 3 de Ciencias Naturales - 2022,2022-10-31,2022-11-05,100.0,51.0,20.0,True,10.0,77.4,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 1,Práctico 1 de Ciencias Naturales - 2022,2022-10-04,2022-10-08,100.0,51.0,5.0,True,10.0,80.8,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 2,Práctico 2 de Ciencias Naturales - 2022,2022-10-07,2022-10-11,100.0,51.0,5.0,True,10.0,50.8,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 3,Práctico 3 de Ciencias Naturales - 2022,2022-10-10,2022-10-14,100.0,51.0,5.0,True,10.0,72.9,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 4,Práctico 4 de Ciencias Naturales - 2022,2022-10-13,2022-10-17,100.0,51.0,5.0,True,10.0,56.6,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 5,Práctico 5 de Ciencias Naturales - 2022,2022-10-16,2022-10-20,100.0,51.0,5.0,True,10.0,76.7,2022
2221,Ernesto Solis,Ciencias Naturales,6,2,6,PRÁCTICO 6,Práctico 6 de Ciencias Naturales - 2022,2022-10-19,2022-10-23,100.0,51.0,5.0,True,10.0,61.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,4,PARCIAL 1,Parcial 1 de Ciencias Sociales - 2022,2022-02-11,2022-02-16,100.0,51.0,20.0,True,10.0,71.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,4,PARCIAL 2,Parcial 2 de Ciencias Sociales - 2022,2022-02-21,2022-02-26,100.0,51.0,20.0,True,10.0,73.4,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,4,PARCIAL 3,Parcial 3 de Ciencias Sociales - 2022,2022-03-03,2022-03-08,100.0,51.0,20.0,True,10.0,76.9,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 1,Práctico 1 de Ciencias Sociales - 2022,2022-02-04,2022-02-08,100.0,51.0,5.0,True,10.0,74.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 2,Práctico 2 de Ciencias Sociales - 2022,2022-02-07,2022-02-11,100.0,51.0,5.0,True,10.0,51.6,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 3,Práctico 3 de Ciencias Sociales - 2022,2022-02-10,2022-02-14,100.0,51.0,5.0,True,10.0,82.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 4,Práctico 4 de Ciencias Sociales - 2022,2022-02-13,2022-02-17,100.0,51.0,5.0,True,10.0,78.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 5,Práctico 5 de Ciencias Sociales - 2022,2022-02-16,2022-02-20,100.0,51.0,5.0,True,10.0,70.5,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,4,PRÁCTICO 6,Práctico 6 de Ciencias Sociales - 2022,2022-02-19,2022-02-23,100.0,51.0,5.0,True,10.0,71.9,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,5,PARCIAL 1,Parcial 1 de Ciencias Sociales - 2022,2022-05-11,2022-05-16,100.0,51.0,20.0,True,10.0,76.1,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,5,PARCIAL 2,Parcial 2 de Ciencias Sociales - 2022,2022-05-21,2022-05-26,100.0,51.0,20.0,True,10.0,80.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,5,PARCIAL 3,Parcial 3 de Ciencias Sociales - 2022,2022-05-31,2022-06-05,100.0,51.0,20.0,True,10.0,55.3,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 1,Práctico 1 de Ciencias Sociales - 2022,2022-05-04,2022-05-08,100.0,51.0,5.0,True,10.0,63.8,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 2,Práctico 2 de Ciencias Sociales - 2022,2022-05-07,2022-05-11,100.0,51.0,5.0,True,10.0,78.2,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 3,Práctico 3 de Ciencias Sociales - 2022,2022-05-10,2022-05-14,100.0,51.0,5.0,True,10.0,63.1,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 4,Práctico 4 de Ciencias Sociales - 2022,2022-05-13,2022-05-17,100.0,51.0,5.0,True,10.0,80.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 5,Práctico 5 de Ciencias Sociales - 2022,2022-05-16,2022-05-20,100.0,51.0,5.0,True,10.0,75.2,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,5,PRÁCTICO 6,Práctico 6 de Ciencias Sociales - 2022,2022-05-19,2022-05-23,100.0,51.0,5.0,True,10.0,52.5,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,6,PARCIAL 1,Parcial 1 de Ciencias Sociales - 2022,2022-10-11,2022-10-16,100.0,51.0,20.0,True,10.0,72.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,6,PARCIAL 2,Parcial 2 de Ciencias Sociales - 2022,2022-10-21,2022-10-26,100.0,51.0,20.0,True,10.0,62.6,2022
2221,Ernesto Solis,Ciencias Sociales,6,1,6,PARCIAL 3,Parcial 3 de Ciencias Sociales - 2022,2022-10-31,2022-11-05,100.0,51.0,20.0,True,10.0,82.1,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 1,Práctico 1 de Ciencias Sociales - 2022,2022-10-04,2022-10-08,100.0,51.0,5.0,True,10.0,60.8,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 2,Práctico 2 de Ciencias Sociales - 2022,2022-10-07,2022-10-11,100.0,51.0,5.0,True,10.0,84.9,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 3,Práctico 3 de Ciencias Sociales - 2022,2022-10-10,2022-10-14,100.0,51.0,5.0,True,10.0,81.6,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 4,Práctico 4 de Ciencias Sociales - 2022,2022-10-13,2022-10-17,100.0,51.0,5.0,True,10.0,64.9,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 5,Práctico 5 de Ciencias Sociales - 2022,2022-10-16,2022-10-20,100.0,51.0,5.0,True,10.0,71.2,2022
2221,Ernesto Solis,Ciencias Sociales,6,2,6,PRÁCTICO 6,Práctico 6 de Ciencias Sociales - 2022,2022-10-19,2022-10-23,100.0,51.0,5.0,True,10.0,60.1,2022
2221,Ernesto Solis,Educación Física,6,1,4,PARCIAL 1,Parcial 1 de Educación Física - 2022,2022-02-11,2022-02-16,100.0,51.0,20.0,True,10.0,50.4,2022
2221,Ernesto Solis,Educación Física,6,1,4,PARCIAL 2,Parcial 2 de Educación Física - 2022,2022-02-21,2022-02-26,100.0,51.0,20.0,True,10.0,61.2,2022
2221,Ernesto Solis,Educación Física,6,1,4,PARCIAL 3,Parcial 3 de Educación Física - 2022,2022-03-03,2022-03-08,100.0,51.0,20.0,True,10.0,54.7,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 1,Práctico 1 de Educación Física - 2022,2022-02-04,2022-02-08,100.0,51.0,5.0,True,10.0,76.9,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 2,Práctico 2 de Educación Física - 2022,2022-02-07,2022-02-11,100.0,51.0,5.0,True,10.0,74.8,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 3,Práctico 3 de Educación Física - 2022,2022-02-10,2022-02-14,100.0,51.0,5.0,True,10.0,50.7,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 4,Práctico 4 de Educación Física - 2022,2022-02-13,2022-02-17,100.0,51.0,5.0,True,10.0,84.9,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 5,Práctico 5 de Educación Física - 2022,2022-02-16,2022-02-20,100.0,51.0,5.0,True,10.0,72.2,2022
2221,Ernesto Solis,Educación Física,6,2,4,PRÁCTICO 6,Práctico 6 de Educación Física - 2022,2022-02-19,2022-02-23,100.0,51.0,5.0,True,10.0,71.1,2022
2221,Ernesto Solis,Educación Física,6,1,5,PARCIAL 1,Parcial 1 de Educación Física - 2022,2022-05-11,2022-05-16,100.0,51.0,20.0,True,10.0,67.6,2022
2221,Ernesto Solis,Educación Física,6,1,5,PARCIAL 2,Parcial 2 de Educación Física - 2022,2022-05-21,2022-05-26,100.0,51.0,20.0,True,10.0,62.3,2022
2221,Ernesto Solis,Educación Física,6,1,5,PARCIAL 3,Parcial 3 de Educación Física - 2022,2022-05-31,2022-06-05,100.0,51.0,20.0,True,10.0,50.2,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 1,Práctico 1 de Educación Física - 2022,2022-05-04,2022-05-08,100.0,51.0,5.0,True,10.0,61.3,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 2,Práctico 2 de Educación Física - 2022,2022-05-07,2022-05-11,100.0,51.0,5.0,True,10.0,56.1,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 3,Práctico 3 de Educación Física - 2022,2022-05-10,2022-05-14,100.0,51.0,5.0,True,10.0,56.1,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 4,Práctico 4 de Educación Física - 2022,2022-05-13,2022-05-17,100.0,51.0,5.0,True,10.0,70.7,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 5,Práctico 5 de Educación Física - 2022,2022-05-16,2022-05-20,100.0,51.0,5.0,True,10.0,50.1,2022
2221,Ernesto Solis,Educación Física,6,2,5,PRÁCTICO 6,Práctico 6 de Educación Física - 2022,2022-05-19,2022-05-23,100.0,51.0,5.0,True,10.0,81.7,2022
2221,Ernesto Solis,Educación Física,6,1,6,PARCIAL 1,Parcial 1 de Educación Física - 2022,2022-10-11,2022-10-16,100.0,51.0,20.0,True,10.0,72.4,2022
2221,Ernesto Solis,Educación Física,6,1,6,PARCIAL 2,Parcial 2 de Educación Física - 2022,2022-10-21,2022-10-26,100.0,51.0,20.0,True,10.0,73.6,2022
2221,Ernesto Solis,Educación Física,6,1,6,PARCIAL 3,Parcial 3 de Educación Física - 2022,2022-10-31,2022-11-05,100.0,51.0,20.0,True,10.0,68.8,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 1,Práctico 1 de Educación Física - 2022,2022-10-04,2022-10-08,100.0,51.0,5.0,True,10.0,78.4,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 2,Práctico 2 de Educación Física - 2022,2022-10-07,2022-10-11,100.0,51.0,5.0,True,10.0,54.4,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 3,Práctico 3 de Educación Física - 2022,2022-10-10,2022-10-14,100.0,51.0,5.0,True,10.0,72.6,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 4,Práctico 4 de Educación Física - 2022,2022-10-13,2022-10-17,100.0,51.0,5.0,True,10.0,67.9,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 5,Práctico 5 de Educación Física - 2022,2022-10-16,2022-10-20,100.0,51.0,5.0,True,10.0,54.6,2022
2221,Ernesto Solis,Educación Física,6,2,6,PRÁCTICO 6,Práctico 6 de Educación Física - 2022,2022-10-19,2022-10-23,100.0,51.0,5.0,True,10.0,83.5,2022
2253,Maria Huanca,Matemáticas,7,1,4,PARCIAL 1,Parcial 1 de Matemáticas - 2022,2022-02-11,2022-02-16,100.0,51.0,20.0,True,10.0,83.3,2022
2253,Maria Huanca,Matemáticas,7,1,4,PARCIAL 2,Parcial 2 de Matemáticas - 2022,2022-02-21,2022-02-26,100.0,51.0,20.0,True,10.0,50.0,2022
2253,Maria Huanca,Matemáticas,7,1,4,PARCIAL 3,Parcial 3 de Matemáticas - 2022,2022-03-03,2022-03-08,100.0,51.0,20.0,True,10.0,56.7,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 1,Práctico 1 de Matemáticas - 2022,2022-02-04,2022-02-08,100.0,51.0,5.0,True,10.0,50.3,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 2,Práctico 2 de Matemáticas - 2022,2022-02-07,2022-02-11,100.0,51.0,5.0,True,10.0,56.3,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 3,Práctico 3 de Matemáticas - 2022,2022-02-10,2022-02-14,100.0,51.0,5.0,True,10.0,65.5,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 4,Práctico 4 de Matemáticas - 2022,2022-02-13,2022-02-17,100.0,51.0,5.0,True,10.0,51.1,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 5,Práctico 5 de Matemáticas - 2022,2022-02-16,2022-02-20,100.0,51.0,5.0,True,10.0,65.9,2022
2253,Maria Huanca,Matemáticas,7,2,4,PRÁCTICO 6,Práctico 6 de Matemáticas - 2022,2022-02-19,2022-02-23,100.0,51.0,5.0,True,10.0,77.7,2022
