estudiante_codigo,estudiante_nombre,materia,curso_id,tipo_evaluacion_id,trimestre_id,titulo,descripcion,fecha_registro,porcentaje_nota_final,calificacion,anio
2221,Ernesto Solis,Ciencias Naturales,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Ciencias Naturales - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-26,2.2,60.7,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Ciencias Naturales - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-04-01,2.7,65.6,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Ciencias Naturales - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-02-02,2.6,64.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Ciencias Sociales - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-02-17,1.3,71.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Ciencias Sociales - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-02-26,1.7,53.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Ciencias Sociales - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-16,2.5,57.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,4,PARTICIPACION 4,"Participación 4 en clase de Ciencias Sociales - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-03-21,2.1,61.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,4,PARTICIPACION 5,"Participación 5 en clase de Ciencias Sociales - Primer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-02-10,2.6,68.9,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Educación Física - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-04-29,1.2,78.0,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Educación Física - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-03-25,1.6,79.0,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Educación Física - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-04-01,2.1,63.8,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 4,"Participación 4 en clase de Educación Física - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-22,2.5,71.3,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 5,"Participación 5 en clase de Educación Física - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-01,1.4,75.2,2022
2221,Ernesto Solis,Educación Física,6,3,4,PARTICIPACION 6,"Participación 6 en clase de Educación Física - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-02-24,1.1,57.0,2022
2221,Ernesto Solis,Artes Plásticas,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Artes Plásticas - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-13,2.7,59.7,2022
2221,Ernesto Solis,Artes Plásticas,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Artes Plásticas - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-02-07,1.3,62.8,2022
2221,Ernesto Solis,Artes Plásticas,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Artes Plásticas - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-02-07,1.9,67.7,2022
2221,Ernesto Solis,Artes Plásticas,6,3,4,PARTICIPACION 4,"Participación 4 en clase de Artes Plásticas - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-04-14,2.4,55.8,2022
2221,Ernesto Solis,Artes Plásticas,6,3,4,PARTICIPACION 5,"Participación 5 en clase de Artes Plásticas - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-02-27,2.9,55.9,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Música - Primer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-03-12,1.7,58.2,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Música - Primer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-02-23,1.3,54.5,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Música - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-27,1.9,66.5,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 4,"Participación 4 en clase de Música - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-18,2.1,59.9,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 5,"Participación 5 en clase de Música - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-04-11,2.4,58.0,2022
2221,Ernesto Solis,Música,6,3,4,PARTICIPACION 6,"Participación 6 en clase de Música - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-02-05,1.8,68.8,2022
2221,Ernesto Solis,Religión,6,3,4,PARTICIPACION 1,"Participación 1 en clase de Religión - Primer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-03-11,2.0,75.1,2022
2221,Ernesto Solis,Religión,6,3,4,PARTICIPACION 2,"Participación 2 en clase de Religión - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-04-05,2.0,65.2,2022
2221,Ernesto Solis,Religión,6,3,4,PARTICIPACION 3,"Participación 3 en clase de Religión - Primer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-03-01,1.3,64.9,2022
2221,Ernesto Solis,Religión,6,3,4,PARTICIPACION 4,"Participación 4 en clase de Religión - Primer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-03-19,2.4,58.1,2022
2221,Ernesto Solis,Matemáticas,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Matemáticas - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-05-23,1.2,56.9,2022
2221,Ernesto Solis,Matemáticas,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Matemáticas - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-07-12,2.4,70.9,2022
2221,Ernesto Solis,Matemáticas,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Matemáticas - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-08-02,2.7,75.3,2022
2221,Ernesto Solis,Lenguaje,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Lenguaje - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-08-25,2.1,67.6,2022
2221,Ernesto Solis,Lenguaje,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Lenguaje - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-08-01,1.7,62.4,2022
2221,Ernesto Solis,Lenguaje,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Lenguaje - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-06-16,1.4,65.5,2022
2221,Ernesto Solis,Lenguaje,6,3,5,PARTICIPACION 4,"Participación 4 en clase de Lenguaje - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-05-29,2.3,68.8,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Ciencias Naturales - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-07-06,1.8,53.3,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Ciencias Naturales - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-05-21,2.9,57.5,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Ciencias Naturales - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-05-22,2.9,79.8,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Ciencias Sociales - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-08-18,2.1,54.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Ciencias Sociales - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-05-28,1.8,75.8,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Ciencias Sociales - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-07-25,1.9,73.1,2022
2221,Ernesto Solis,Educación Física,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Educación Física - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-06-22,2.1,76.2,2022
2221,Ernesto Solis,Educación Física,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Educación Física - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-06-18,2.9,59.5,2022
2221,Ernesto Solis,Educación Física,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Educación Física - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-07-20,3.0,71.1,2022
2221,Ernesto Solis,Educación Física,6,3,5,PARTICIPACION 4,"Participación 4 en clase de Educación Física - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-05-02,1.3,72.9,2022
2221,Ernesto Solis,Educación Física,6,3,5,PARTICIPACION 5,"Participación 5 en clase de Educación Física - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-08-12,2.2,62.6,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Artes Plásticas - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-08-28,2.5,77.5,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Artes Plásticas - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-07-11,1.9,69.3,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Artes Plásticas - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-08-09,2.8,64.2,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 4,"Participación 4 en clase de Artes Plásticas - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-06-08,1.0,59.3,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 5,"Participación 5 en clase de Artes Plásticas - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-08-09,2.4,77.5,2022
2221,Ernesto Solis,Artes Plásticas,6,3,5,PARTICIPACION 6,"Participación 6 en clase de Artes Plásticas - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-05-13,2.1,64.5,2022
2221,Ernesto Solis,Música,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Música - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-08-13,2.5,59.0,2022
2221,Ernesto Solis,Música,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Música - Segundo Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-07-07,1.3,63.0,2022
2221,Ernesto Solis,Música,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Música - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-08-19,2.1,71.6,2022
2221,Ernesto Solis,Música,6,3,5,PARTICIPACION 4,"Participación 4 en clase de Música - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-07-19,1.8,57.2,2022
2221,Ernesto Solis,Música,6,3,5,PARTICIPACION 5,"Participación 5 en clase de Música - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-05-11,1.6,64.1,2022
2221,Ernesto Solis,Religión,6,3,5,PARTICIPACION 1,"Participación 1 en clase de Religión - Segundo Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-07-19,2.6,51.9,2022
2221,Ernesto Solis,Religión,6,3,5,PARTICIPACION 2,"Participación 2 en clase de Religión - Segundo Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-08-10,1.2,67.7,2022
2221,Ernesto Solis,Religión,6,3,5,PARTICIPACION 3,"Participación 3 en clase de Religión - Segundo Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-07-21,1.6,56.2,2022
2221,Ernesto Solis,Matemáticas,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Matemáticas - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-12-12,1.8,69.4,2022
2221,Ernesto Solis,Matemáticas,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Matemáticas - Tercer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-11-06,2.7,74.9,2022
2221,Ernesto Solis,Matemáticas,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Matemáticas - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-10-27,2.6,54.6,2022
2221,Ernesto Solis,Lenguaje,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Lenguaje - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-10-03,1.3,52.3,2022
2221,Ernesto Solis,Lenguaje,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Lenguaje - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-10-07,1.7,75.1,2022
2221,Ernesto Solis,Lenguaje,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Lenguaje - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-12-19,2.3,56.5,2022
2221,Ernesto Solis,Lenguaje,6,3,6,PARTICIPACION 4,"Participación 4 en clase de Lenguaje - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-11-25,3.0,62.2,2022
2221,Ernesto Solis,Lenguaje,6,3,6,PARTICIPACION 5,"Participación 5 en clase de Lenguaje - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-12-04,2.9,55.2,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Ciencias Naturales - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-12-01,2.7,76.4,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Ciencias Naturales - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-11-14,2.2,72.6,2022
2221,Ernesto Solis,Ciencias Naturales,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Ciencias Naturales - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-10-25,2.5,79.8,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Ciencias Sociales - Tercer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-11-07,2.6,78.2,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Ciencias Sociales - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-06,2.3,64.9,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Ciencias Sociales - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-10-31,2.6,76.0,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 4,"Participación 4 en clase de Ciencias Sociales - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-11-19,1.4,52.4,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 5,"Participación 5 en clase de Ciencias Sociales - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-12-20,2.0,72.7,2022
2221,Ernesto Solis,Ciencias Sociales,6,3,6,PARTICIPACION 6,"Participación 6 en clase de Ciencias Sociales - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-10-11,2.5,78.5,2022
2221,Ernesto Solis,Educación Física,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Educación Física - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-11-28,1.9,57.1,2022
2221,Ernesto Solis,Educación Física,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Educación Física - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-19,3.0,77.7,2022
2221,Ernesto Solis,Educación Física,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Educación Física - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-12-18,1.5,56.1,2022
2221,Ernesto Solis,Artes Plásticas,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Artes Plásticas - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-05,3.0,73.3,2022
2221,Ernesto Solis,Artes Plásticas,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Artes Plásticas - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-10-19,1.4,64.6,2022
2221,Ernesto Solis,Artes Plásticas,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Artes Plásticas - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-12-04,1.1,73.8,2022
2221,Ernesto Solis,Música,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Música - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-10-21,2.2,55.7,2022
2221,Ernesto Solis,Música,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Música - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-10-18,2.2,68.7,2022
2221,Ernesto Solis,Música,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Música - Tercer Trimestre 2022. Evaluación basada en: 1) Pertinencia de comentarios, 2) Capacidad de síntesis, 3) Análisis crítico",2022-10-16,2.0,60.4,2022
2221,Ernesto Solis,Música,6,3,6,PARTICIPACION 4,"Participación 4 en clase de Música - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-25,2.7,59.4,2022
2221,Ernesto Solis,Música,6,3,6,PARTICIPACION 5,"Participación 5 en clase de Música - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-24,2.3,74.5,2022
2221,Ernesto Solis,Religión,6,3,6,PARTICIPACION 1,"Participación 1 en clase de Religión - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-11-22,2.7,78.2,2022
2221,Ernesto Solis,Religión,6,3,6,PARTICIPACION 2,"Participación 2 en clase de Religión - Tercer Trimestre 2022. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2022-11-05,1.4,67.9,2022
2221,Ernesto Solis,Religión,6,3,6,PARTICIPACION 3,"Participación 3 en clase de Religión - Tercer Trimestre 2022. Se evaluará: 1) Calidad de las intervenciones, 2) Frecuencia de participación, 3) Relevancia de los aportes",2022-11-01,2.6,63.0,2022
2221,Ernesto Solis,Religión,6,3,6,PARTICIPACION 4,"Participación 4 en clase de Religión - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-12-04,1.0,58.6,2022
2221,Ernesto Solis,Religión,6,3,6,PARTICIPACION 5,"Participación 5 en clase de Religión - Tercer Trimestre 2022. Criterios: 1) Participación activa, 2) Contribución al debate, 3) Habilidad para formular preguntas",2022-11-25,3.0,61.7,2022
2221,Ernesto Solis,Matemáticas,6,3,7,PARTICIPACION 1,"Participación 1 en clase de Matemáticas - Primer Trimestre 2023. Se valorará: 1) Iniciativa en el diálogo, 2) Respeto a opiniones diversas, 3) Claridad de expresión",2023-04-11,2.5,63.8,2023
